id_venta,fecha,pais,ciudad,cliente,producto,categoria,talla,cantidad,precio_unitario
644,2024-03-18,Ecuador,Guayaquil,Cliente_128,Chaqueta,Abrigos,L,4,60
645,2024-01-18,Colombia,Medellín,Cliente_71,Chaqueta,Abrigos,L,4,60
646,2024-03-21,Colombia,Cali,Cliente_112,Chaqueta,Abrigos,L,5,60
647,2024-03-31,Ecuador,Quito,Cliente_92,Chaqueta,Abrigos,L,2,60
648,2024-03-02,Perú,Arequipa,Cliente_299,Camiseta,Básicos,M,5,12
649,2024-03-07,Perú,Arequipa,Cliente_55,Chaqueta,Abrigos,L,1,60
650,2024-01-26,Ecuador,Guayaquil,Cliente_137,Jeans,Denim,S,1,35
651,2024-03-29,Ecuador,Guayaquil,Cliente_152,Chaqueta,Abrigos,M,1,60
652,2024-01-14,Ecuador,Cuenca,Cliente_288,Camiseta,Básicos,M,4,12
653,2024-03-30,Ecuador,Cuenca,Cliente_148,Zapatos,Calzado,38,5,50
654,2024-03-28,Perú,Lima,Cliente_161,Zapatos,Calzado,40,4,50
655,2024-01-26,Perú,Lima,Cliente_227,Camiseta,Básicos,L,3,12
656,2024-02-07,Ecuador,Cuenca,Cliente_230,Chaqueta,Abrigos,M,2,60
657,2024-03-06,Ecuador,Cuenca,Cliente_62,Camiseta,Básicos,S,2,12
658,2024-02-03,Colombia,Bogotá,Cliente_67,Zapatos,Calzado,39,5,50
659,2024-02-29,Ecuador,Cuenca,Cliente_80,Chaqueta,Abrigos,M,3,60
660,2024-03-25,Ecuador,Quito,Cliente_155,Chaqueta,Abrigos,M,5,60
661,2024-03-08,Colombia,Cali,Cliente_113,Chaqueta,Abrigos,M,3,60
662,2024-02-23,Ecuador,Cuenca,Cliente_279,Camiseta,Básicos,L,2,12
663,2024-01-28,Perú,Arequipa,Cliente_170,Camiseta,Básicos,M,2,12
664,2024-03-08,Colombia,Medellín,Cliente_244,Chaqueta,Abrigos,M,5,60
665,2024-02-27,Perú,Lima,Cliente_124,Camiseta,Básicos,L,3,12
666,2024-02-18,Perú,Lima,Cliente_59,Camiseta,Básicos,L,3,12
667,2024-02-17,Colombia,Medellín,Cliente_264,Chaqueta,Abrigos,M,5,60
668,2024-03-24,Perú,Arequipa,Cliente_99,Zapatos,Calzado,37,3,50
669,2024-03-09,Colombia,Cali,Cliente_274,Camiseta,Básicos,S,2,12
670,2024-03-28,Ecuador,Cuenca,Cliente_218,Camiseta,Básicos,S,2,12
671,2024-03-28,Ecuador,Quito,Cliente_79,Zapatos,Calzado,42,1,50
672,2024-01-10,Ecuador,Guayaquil,Cliente_28,Chaqueta,Abrigos,M,1,60
673,2024-02-03,Ecuador,Guayaquil,Cliente_209,Camiseta,Básicos,L,2,12
674,2024-01-03,Colombia,Medellín,Cliente_200,Zapatos,Calzado,40,3,50
675,2024-01-09,Perú,Lima,Cliente_300,Camiseta,Básicos,L,5,12
676,2024-01-14,Ecuador,Cuenca,Cliente_149,Camiseta,Básicos,M,5,12
677,2024-02-18,Perú,Arequipa,Cliente_203,Camiseta,Básicos,M,4,12
678,2024-01-29,Perú,Lima,Cliente_70,Zapatos,Calzado,38,5,50
679,2024-03-27,Perú,Arequipa,Cliente_192,Chaqueta,Abrigos,M,3,60
680,2024-01-01,Ecuador,Cuenca,Cliente_294,Jeans,Denim,S,1,35
681,2024-02-14,Perú,Arequipa,Cliente_109,Camiseta,Básicos,M,2,12
682,2024-01-29,Colombia,Cali,Cliente_130,Jeans,Denim,S,2,35
683,2024-01-07,Ecuador,Quito,Cliente_282,Jeans,Denim,L,5,35
684,2024-02-02,Colombia,Cali,Cliente_51,Camiseta,Básicos,M,1,12
685,2024-01-17,Ecuador,Cuenca,Cliente_121,Zapatos,Calzado,39,3,50
686,2024-03-03,Ecuador,Guayaquil,Cliente_231,Camiseta,Básicos,S,3,12
687,2024-03-13,Colombia,Cali,Cliente_187,Chaqueta,Abrigos,M,5,60
688,2024-02-01,Colombia,Medellín,Cliente_114,Jeans,Denim,S,3,35
689,2024-03-27,Perú,Arequipa,Cliente_170,Chaqueta,Abrigos,L,2,60
690,2024-03-03,Colombia,Medellín,Cliente_283,Zapatos,Calzado,39,3,50
691,2024-03-09,Ecuador,Quito,Cliente_101,Camiseta,Básicos,M,2,12
692,2024-01-03,Colombia,Cali,Cliente_260,Camiseta,Básicos,L,1,12
693,2024-01-05,Perú,Lima,Cliente_283,Zapatos,Calzado,41,2,50
694,2024-02-16,Colombia,Cali,Cliente_201,Zapatos,Calzado,42,2,50
695,2024-03-05,Ecuador,Cuenca,Cliente_262,Chaqueta,Abrigos,M,4,60
696,2024-03-19,Ecuador,Guayaquil,Cliente_85,Chaqueta,Abrigos,M,2,60
697,2024-03-13,Perú,Lima,Cliente_290,Zapatos,Calzado,38,2,50
698,2024-01-29,Perú,Lima,Cliente_250,Zapatos,Calzado,39,1,50
699,2024-01-06,Ecuador,Quito,Cliente_106,Chaqueta,Abrigos,L,2,60
700,2024-01-06,Perú,Arequipa,Cliente_21,Zapatos,Calzado,40,4,50
701,2024-03-22,Perú,Arequipa,Cliente_141,Camiseta,Básicos,L,5,12
702,2024-02-16,Perú,Arequipa,Cliente_40,Jeans,Denim,M,4,35
703,2024-02-21,Perú,Arequipa,Cliente_181,Zapatos,Calzado,38,5,50
704,2024-03-05,Colombia,Medellín,Cliente_72,Zapatos,Calzado,41,1,50
705,2024-03-23,Colombia,Bogotá,Cliente_144,Jeans,Denim,S,5,35
706,2024-03-18,Ecuador,Quito,Cliente_61,Jeans,Denim,S,3,35
707,2024-03-02,Perú,Lima,Cliente_246,Zapatos,Calzado,39,1,50
708,2024-01-03,Colombia,Bogotá,Cliente_125,Jeans,Denim,L,4,35
709,2024-01-06,Ecuador,Quito,Cliente_294,Jeans,Denim,S,5,35
710,2024-03-07,Ecuador,Quito,Cliente_208,Jeans,Denim,M,2,35
711,2024-02-27,Perú,Lima,Cliente_242,Chaqueta,Abrigos,M,2,60
712,2024-01-19,Colombia,Bogotá,Cliente_299,Jeans,Denim,M,5,35
713,2024-02-28,Ecuador,Cuenca,Cliente_36,Chaqueta,Abrigos,M,3,60
714,2024-01-03,Ecuador,Guayaquil,Cliente_104,Zapatos,Calzado,38,1,50
715,2024-01-23,Perú,Arequipa,Cliente_244,Jeans,Denim,L,1,35
716,2024-03-25,Perú,Lima,Cliente_67,Camiseta,Básicos,S,4,12
717,2024-02-17,Perú,Lima,Cliente_23,Zapatos,Calzado,41,4,50
718,2024-02-14,Perú,Arequipa,Cliente_295,Jeans,Denim,M,4,35
719,2024-01-30,Ecuador,Guayaquil,Cliente_43,Jeans,Denim,M,4,35
720,2024-01-01,Colombia,Cali,Cliente_4,Zapatos,Calzado,39,2,50
721,2024-03-29,Perú,Lima,Cliente_162,Camiseta,Básicos,M,2,12
722,2024-03-24,Colombia,Medellín,Cliente_300,Camiseta,Básicos,S,4,12
723,2024-03-19,Colombia,Medellín,Cliente_142,Zapatos,Calzado,41,3,50
724,2024-03-12,Perú,Arequipa,Cliente_248,Jeans,Denim,M,5,35
725,2024-03-14,Ecuador,Guayaquil,Cliente_177,Zapatos,Calzado,39,3,50
726,2024-01-30,Perú,Arequipa,Cliente_229,Jeans,Denim,L,1,35
727,2024-02-21,Perú,Lima,Cliente_174,Camiseta,Básicos,S,5,12
728,2024-01-12,Perú,Lima,Cliente_75,Jeans,Denim,M,1,35
729,2024-02-03,Colombia,Cali,Cliente_114,Zapatos,Calzado,37,1,50
730,2024-02-21,Colombia,Bogotá,Cliente_267,Camiseta,Básicos,L,4,12
731,2024-02-26,Colombia,Cali,Cliente_6,Camiseta,Básicos,S,4,12
732,2024-03-17,Ecuador,Cuenca,Cliente_262,Chaqueta,Abrigos,M,1,60
733,2024-02-16,Perú,Lima,Cliente_123,Jeans,Denim,L,1,35
734,2024-02-21,Perú,Lima,Cliente_181,Jeans,Denim,S,3,35
735,2024-03-07,Perú,Arequipa,Cliente_8,Zapatos,Calzado,41,2,50
736,2024-03-12,Perú,Lima,Cliente_299,Camiseta,Básicos,L,3,12
737,2024-01-25,Colombia,Medellín,Cliente_233,Chaqueta,Abrigos,M,5,60
738,2024-02-22,Colombia,Cali,Cliente_260,Camiseta,Básicos,M,2,12
739,2024-02-13,Ecuador,Cuenca,Cliente_60,Camiseta,Básicos,L,3,12
740,2024-03-13,Perú,Arequipa,Cliente_248,Chaqueta,Abrigos,L,4,60
741,2024-03-16,Ecuador,Guayaquil,Cliente_15,Zapatos,Calzado,42,4,50
742,2024-03-22,Colombia,Bogotá,Cliente_113,Chaqueta,Abrigos,M,4,60
743,2024-03-07,Perú,Lima,Cliente_275,Chaqueta,Abrigos,L,3,60
744,2024-01-12,Ecuador,Cuenca,Cliente_205,Chaqueta,Abrigos,M,3,60
745,2024-03-01,Perú,Arequipa,Cliente_161,Camiseta,Básicos,L,2,12
746,2024-03-04,Colombia,Bogotá,Cliente_103,Chaqueta,Abrigos,M,2,60
747,2024-01-30,Ecuador,Cuenca,Cliente_104,Jeans,Denim,M,2,35
748,2024-01-16,Ecuador,Cuenca,Cliente_41,Chaqueta,Abrigos,M,1,60
749,2024-03-02,Perú,Arequipa,Cliente_191,Camiseta,Básicos,L,1,12
750,2024-03-03,Perú,Arequipa,Cliente_94,Zapatos,Calzado,41,3,50
751,2024-01-17,Perú,Arequipa,Cliente_28,Zapatos,Calzado,38,5,50
752,2024-03-05,Perú,Arequipa,Cliente_178,Zapatos,Calzado,41,1,50
753,2024-03-30,Colombia,Cali,Cliente_266,Jeans,Denim,M,1,35
754,2024-02-18,Colombia,Medellín,Cliente_298,Camiseta,Básicos,S,2,12
755,2024-03-11,Ecuador,Guayaquil,Cliente_135,Chaqueta,Abrigos,L,2,60
756,2024-02-16,Ecuador,Guayaquil,Cliente_95,Zapatos,Calzado,41,3,50
757,2024-02-16,Colombia,Medellín,Cliente_206,Jeans,Denim,M,3,35
758,2024-03-14,Colombia,Medellín,Cliente_118,Jeans,Denim,L,2,35
759,2024-02-25,Ecuador,Cuenca,Cliente_196,Chaqueta,Abrigos,M,5,60
760,2024-01-23,Ecuador,Quito,Cliente_216,Jeans,Denim,M,1,35
761,2024-02-02,Colombia,Bogotá,Cliente_288,Chaqueta,Abrigos,L,3,60
762,2024-01-08,Perú,Lima,Cliente_111,Zapatos,Calzado,37,2,50
763,2024-02-03,Colombia,Medellín,Cliente_185,Camiseta,Básicos,M,3,12
764,2024-02-22,Colombia,Cali,Cliente_63,Chaqueta,Abrigos,L,1,60
765,2024-03-24,Colombia,Cali,Cliente_276,Jeans,Denim,L,5,35
766,2024-03-03,Ecuador,Guayaquil,Cliente_229,Chaqueta,Abrigos,L,5,60
767,2024-01-22,Ecuador,Guayaquil,Cliente_173,Chaqueta,Abrigos,L,2,60
768,2024-01-21,Colombia,Cali,Cliente_176,Zapatos,Calzado,37,1,50
769,2024-03-18,Ecuador,Guayaquil,Cliente_203,Chaqueta,Abrigos,L,3,60
770,2024-01-22,Colombia,Medellín,Cliente_95,Chaqueta,Abrigos,L,4,60
771,2024-03-30,Ecuador,Quito,Cliente_41,Jeans,Denim,L,3,35
772,2024-01-09,Ecuador,Quito,Cliente_243,Zapatos,Calzado,37,1,50
773,2024-01-11,Perú,Lima,Cliente_54,Camiseta,Básicos,M,5,12
774,2024-02-09,Colombia,Cali,Cliente_118,Jeans,Denim,S,4,35
775,2024-01-17,Ecuador,Cuenca,Cliente_270,Chaqueta,Abrigos,L,2,60
776,2024-02-11,Ecuador,Quito,Cliente_244,Camiseta,Básicos,L,3,12
777,2024-03-30,Colombia,Cali,Cliente_277,Chaqueta,Abrigos,L,2,60
778,2024-02-25,Ecuador,Cuenca,Cliente_269,Zapatos,Calzado,42,5,50
779,2024-01-30,Perú,Arequipa,Cliente_46,Chaqueta,Abrigos,L,5,60
780,2024-01-20,Colombia,Medellín,Cliente_156,Chaqueta,Abrigos,L,3,60
781,2024-03-01,Ecuador,Quito,Cliente_274,Jeans,Denim,M,3,35
782,2024-01-02,Ecuador,Cuenca,Cliente_221,Zapatos,Calzado,40,3,50
783,2024-02-17,Colombia,Cali,Cliente_97,Jeans,Denim,S,5,35
784,2024-01-21,Colombia,Cali,Cliente_200,Zapatos,Calzado,40,2,50
785,2024-03-21,Colombia,Bogotá,Cliente_123,Chaqueta,Abrigos,M,4,60
786,2024-01-25,Perú,Arequipa,Cliente_36,Chaqueta,Abrigos,L,4,60
787,2024-03-20,Ecuador,Quito,Cliente_232,Chaqueta,Abrigos,M,4,60
788,2024-01-03,Colombia,Cali,Cliente_78,Zapatos,Calzado,38,3,50
789,2024-02-06,Ecuador,Cuenca,Cliente_138,Camiseta,Básicos,S,1,12
790,2024-01-30,Ecuador,Cuenca,Cliente_47,Zapatos,Calzado,42,1,50
791,2024-02-23,Ecuador,Quito,Cliente_160,Zapatos,Calzado,38,3,50
792,2024-02-12,Colombia,Medellín,Cliente_42,Zapatos,Calzado,42,1,50
793,2024-03-10,Ecuador,Quito,Cliente_241,Chaqueta,Abrigos,L,1,60
794,2024-01-16,Ecuador,Quito,Cliente_128,Chaqueta,Abrigos,L,1,60
795,2024-01-26,Colombia,Medellín,Cliente_236,Jeans,Denim,L,1,35
796,2024-03-28,Perú,Lima,Cliente_160,Jeans,Denim,M,4,35
797,2024-03-07,Colombia,Bogotá,Cliente_63,Camiseta,Básicos,L,5,12
798,2024-01-07,Colombia,Medellín,Cliente_112,Chaqueta,Abrigos,M,3,60
799,2024-01-22,Ecuador,Quito,Cliente_142,Zapatos,Calzado,39,1,50
800,2024-01-06,Perú,Lima,Cliente_298,Zapatos,Calzado,38,1,50
801,2024-02-01,Perú,Arequipa,Cliente_81,Jeans,Denim,M,1,35
802,2024-02-15,Colombia,Bogotá,Cliente_79,Chaqueta,Abrigos,M,1,60
803,2024-02-10,Perú,Lima,Cliente_286,Jeans,Denim,M,2,35
804,2024-01-03,Perú,Arequipa,Cliente_194,Zapatos,Calzado,42,2,50
805,2024-03-03,Colombia,Cali,Cliente_225,Jeans,Denim,M,1,35
806,2024-01-24,Perú,Arequipa,Cliente_279,Zapatos,Calzado,38,5,50
807,2024-03-11,Colombia,Medellín,Cliente_83,Zapatos,Calzado,39,5,50
808,2024-02-03,Ecuador,Cuenca,Cliente_278,Jeans,Denim,M,3,35
809,2024-02-18,Colombia,Medellín,Cliente_95,Camiseta,Básicos,L,5,12
810,2024-01-09,Ecuador,Cuenca,Cliente_276,Chaqueta,Abrigos,M,3,60
811,2024-03-19,Colombia,Bogotá,Cliente_145,Zapatos,Calzado,41,2,50
812,2024-03-07,Colombia,Medellín,Cliente_35,Chaqueta,Abrigos,M,1,60
813,2024-01-14,Ecuador,Quito,Cliente_249,Jeans,Denim,S,2,35
814,2024-03-25,Ecuador,Quito,Cliente_251,Camiseta,Básicos,L,4,12
815,2024-03-18,Perú,Arequipa,Cliente_37,Camiseta,Básicos,M,2,12
816,2024-03-22,Ecuador,Quito,Cliente_32,Zapatos,Calzado,37,4,50
817,2024-03-19,Colombia,Cali,Cliente_137,Zapatos,Calzado,39,1,50
818,2024-01-28,Perú,Lima,Cliente_266,Camiseta,Básicos,M,1,12
819,2024-01-25,Ecuador,Quito,Cliente_99,Jeans,Denim,L,4,35
820,2024-02-23,Perú,Lima,Cliente_55,Jeans,Denim,L,5,35
821,2024-01-14,Perú,Arequipa,Cliente_86,Zapatos,Calzado,42,4,50
822,2024-03-25,Ecuador,Cuenca,Cliente_81,Zapatos,Calzado,41,3,50
823,2024-02-11,Perú,Arequipa,Cliente_191,Chaqueta,Abrigos,L,5,60
824,2024-03-18,Colombia,Cali,Cliente_124,Zapatos,Calzado,42,3,50
825,2024-02-16,Perú,Lima,Cliente_232,Zapatos,Calzado,41,3,50
826,2024-02-06,Colombia,Medellín,Cliente_9,Camiseta,Básicos,L,1,12
827,2024-01-29,Perú,Lima,Cliente_110,Chaqueta,Abrigos,M,3,60
828,2024-01-05,Colombia,Bogotá,Cliente_236,Chaqueta,Abrigos,M,1,60
829,2024-03-15,Colombia,Bogotá,Cliente_128,Jeans,Denim,M,3,35
830,2024-02-21,Ecuador,Guayaquil,Cliente_292,Chaqueta,Abrigos,M,5,60
831,2024-03-02,Ecuador,Cuenca,Cliente_89,Camiseta,Básicos,L,3,12
832,2024-01-05,Colombia,Cali,Cliente_296,Camiseta,Básicos,L,3,12
833,2024-02-25,Colombia,Bogotá,Cliente_214,Camiseta,Básicos,M,3,12
834,2024-01-07,Ecuador,Quito,Cliente_157,Camiseta,Básicos,L,4,12
835,2024-03-05,Perú,Lima,Cliente_114,Chaqueta,Abrigos,M,3,60
836,2024-03-14,Ecuador,Quito,Cliente_259,Zapatos,Calzado,40,5,50
837,2024-01-19,Ecuador,Quito,Cliente_68,Zapatos,Calzado,39,4,50
838,2024-03-11,Colombia,Bogotá,Cliente_205,Zapatos,Calzado,41,1,50
839,2024-03-30,Colombia,Bogotá,Cliente_67,Zapatos,Calzado,41,4,50
840,2024-03-24,Ecuador,Guayaquil,Cliente_293,Jeans,Denim,M,4,35
841,2024-02-04,Ecuador,Cuenca,Cliente_221,Jeans,Denim,S,1,35
842,2024-02-24,Colombia,Cali,Cliente_188,Camiseta,Básicos,S,4,12
843,2024-03-24,Colombia,Bogotá,Cliente_13,Chaqueta,Abrigos,L,5,60
844,2024-01-19,Colombia,Bogotá,Cliente_226,Chaqueta,Abrigos,L,5,60
845,2024-01-20,Ecuador,Quito,Cliente_44,Jeans,Denim,L,3,35
846,2024-01-19,Ecuador,Cuenca,Cliente_148,Camiseta,Básicos,S,5,12
847,2024-03-01,Ecuador,Guayaquil,Cliente_12,Camiseta,Básicos,M,4,12
848,2024-03-07,Colombia,Bogotá,Cliente_133,Jeans,Denim,S,5,35
849,2024-02-18,Perú,Arequipa,Cliente_299,Jeans,Denim,L,1,35
850,2024-02-06,Perú,Lima,Cliente_103,Chaqueta,Abrigos,M,1,60
851,2024-01-09,Perú,Arequipa,Cliente_199,Camiseta,Básicos,M,1,12
852,2024-02-07,Perú,Arequipa,Cliente_198,Chaqueta,Abrigos,M,1,60
853,2024-03-17,Ecuador,Guayaquil,Cliente_273,Camiseta,Básicos,M,4,12
854,2024-03-12,Ecuador,Quito,Cliente_12,Jeans,Denim,L,4,35
855,2024-02-20,Ecuador,Quito,Cliente_81,Chaqueta,Abrigos,L,4,60
856,2024-01-31,Ecuador,Guayaquil,Cliente_257,Chaqueta,Abrigos,L,3,60
857,2024-03-12,Colombia,Bogotá,Cliente_144,Chaqueta,Abrigos,L,1,60
858,2024-01-12,Ecuador,Quito,Cliente_196,Chaqueta,Abrigos,L,2,60
859,2024-01-20,Perú,Lima,Cliente_219,Zapatos,Calzado,38,5,50
860,2024-01-17,Colombia,Cali,Cliente_106,Chaqueta,Abrigos,L,5,60
861,2024-03-29,Perú,Lima,Cliente_269,Jeans,Denim,S,3,35
862,2024-01-21,Ecuador,Guayaquil,Cliente_163,Jeans,Denim,L,5,35
863,2024-01-19,Ecuador,Cuenca,Cliente_16,Camiseta,Básicos,S,3,12
864,2024-03-22,Colombia,Medellín,Cliente_141,Zapatos,Calzado,39,4,50
865,2024-01-04,Ecuador,Quito,Cliente_137,Camiseta,Básicos,S,2,12
866,2024-02-15,Perú,Lima,Cliente_41,Jeans,Denim,S,1,35
867,2024-03-01,Perú,Arequipa,Cliente_192,Jeans,Denim,L,5,35
868,2024-01-21,Ecuador,Guayaquil,Cliente_99,Zapatos,Calzado,40,2,50
869,2024-02-22,Ecuador,Quito,Cliente_114,Zapatos,Calzado,37,3,50
870,2024-02-26,Perú,Lima,Cliente_251,Jeans,Denim,S,2,35
871,2024-02-21,Perú,Arequipa,Cliente_22,Zapatos,Calzado,38,4,50
872,2024-03-14,Perú,Arequipa,Cliente_275,Chaqueta,Abrigos,L,5,60
873,2024-01-06,Perú,Lima,Cliente_126,Camiseta,Básicos,M,4,12
874,2024-03-07,Perú,Arequipa,Cliente_26,Camiseta,Básicos,L,4,12
875,2024-02-06,Ecuador,Guayaquil,Cliente_237,Zapatos,Calzado,40,3,50
876,2024-01-19,Ecuador,Guayaquil,Cliente_238,Chaqueta,Abrigos,M,5,60
877,2024-01-15,Perú,Arequipa,Cliente_93,Camiseta,Básicos,L,5,12
878,2024-02-27,Perú,Lima,Cliente_13,Zapatos,Calzado,40,3,50
879,2024-02-02,Ecuador,Guayaquil,Cliente_166,Jeans,Denim,M,1,35
880,2024-03-31,Perú,Lima,Cliente_231,Camiseta,Básicos,S,1,12
881,2024-03-06,Perú,Arequipa,Cliente_82,Camiseta,Básicos,L,4,12
882,2024-02-12,Colombia,Cali,Cliente_290,Zapatos,Calzado,37,2,50
883,2024-01-07,Perú,Lima,Cliente_215,Jeans,Denim,S,2,35
884,2024-01-16,Colombia,Medellín,Cliente_68,Zapatos,Calzado,39,2,50
885,2024-03-04,Ecuador,Quito,Cliente_256,Chaqueta,Abrigos,M,4,60
886,2024-03-16,Perú,Lima,Cliente_244,Zapatos,Calzado,38,2,50
887,2024-03-17,Colombia,Medellín,Cliente_4,Zapatos,Calzado,37,5,50
888,2024-01-24,Ecuador,Cuenca,Cliente_76,Chaqueta,Abrigos,M,1,60
889,2024-01-05,Ecuador,Cuenca,Cliente_296,Chaqueta,Abrigos,M,2,60
890,2024-01-14,Perú,Arequipa,Cliente_214,Chaqueta,Abrigos,M,1,60
891,2024-03-15,Ecuador,Quito,Cliente_185,Chaqueta,Abrigos,M,4,60
892,2024-02-18,Ecuador,Quito,Cliente_35,Chaqueta,Abrigos,L,3,60
893,2024-01-18,Colombia,Cali,Cliente_63,Camiseta,Básicos,M,4,12
894,2024-01-27,Perú,Arequipa,Cliente_108,Chaqueta,Abrigos,L,5,60
895,2024-01-12,Perú,Lima,Cliente_248,Camiseta,Básicos,L,5,12
896,2024-02-03,Perú,Arequipa,Cliente_270,Zapatos,Calzado,41,3,50
897,2024-03-04,Perú,Arequipa,Cliente_267,Jeans,Denim,L,5,35
898,2024-01-30,Perú,Arequipa,Cliente_149,Zapatos,Calzado,38,5,50
899,2024-03-21,Ecuador,Quito,Cliente_61,Camiseta,Básicos,S,4,12
900,2024-02-12,Perú,Lima,Cliente_180,Zapatos,Calzado,40,1,50
901,2024-03-29,Perú,Lima,Cliente_145,Camiseta,Básicos,L,2,12
902,2024-03-11,Colombia,Bogotá,Cliente_166,Chaqueta,Abrigos,L,5,60
903,2024-03-13,Ecuador,Quito,Cliente_15,Chaqueta,Abrigos,L,4,60
904,2024-03-01,Ecuador,Quito,Cliente_19,Chaqueta,Abrigos,L,4,60
905,2024-03-09,Perú,Lima,Cliente_172,Zapatos,Calzado,38,4,50
906,2024-03-13,Colombia,Medellín,Cliente_162,Camiseta,Básicos,L,3,12
907,2024-02-15,Perú,Lima,Cliente_34,Jeans,Denim,L,3,35
908,2024-03-21,Ecuador,Guayaquil,Cliente_274,Camiseta,Básicos,M,4,12
909,2024-01-15,Ecuador,Cuenca,Cliente_158,Zapatos,Calzado,38,5,50
910,2024-01-12,Perú,Arequipa,Cliente_255,Camiseta,Básicos,M,4,12
911,2024-03-08,Ecuador,Guayaquil,Cliente_155,Zapatos,Calzado,39,2,50
912,2024-01-12,Ecuador,Quito,Cliente_228,Chaqueta,Abrigos,M,2,60
913,2024-01-25,Perú,Lima,Cliente_175,Zapatos,Calzado,41,2,50
914,2024-01-13,Colombia,Cali,Cliente_265,Chaqueta,Abrigos,L,2,60
915,2024-02-28,Perú,Lima,Cliente_199,Jeans,Denim,L,1,35
916,2024-03-28,Perú,Lima,Cliente_45,Camiseta,Básicos,M,1,12
917,2024-03-25,Colombia,Medellín,Cliente_160,Camiseta,Básicos,S,5,12
918,2024-01-26,Ecuador,Cuenca,Cliente_99,Chaqueta,Abrigos,M,3,60
919,2024-02-04,Colombia,Medellín,Cliente_77,Chaqueta,Abrigos,L,1,60
920,2024-03-12,Ecuador,Guayaquil,Cliente_264,Camiseta,Básicos,S,5,12
921,2024-01-19,Ecuador,Quito,Cliente_146,Chaqueta,Abrigos,L,3,60
922,2024-03-19,Perú,Lima,Cliente_174,Jeans,Denim,S,3,35
923,2024-03-01,Perú,Arequipa,Cliente_26,Camiseta,Básicos,S,1,12
924,2024-02-20,Ecuador,Guayaquil,Cliente_92,Camiseta,Básicos,S,4,12
925,2024-01-26,Perú,Arequipa,Cliente_274,Chaqueta,Abrigos,L,3,60
926,2024-01-13,Ecuador,Guayaquil,Cliente_234,Jeans,Denim,S,4,35
927,2024-01-29,Colombia,Cali,Cliente_74,Zapatos,Calzado,40,2,50
928,2024-03-30,Perú,Arequipa,Cliente_170,Chaqueta,Abrigos,L,2,60
929,2024-03-01,Colombia,Medellín,Cliente_58,Zapatos,Calzado,37,1,50
930,2024-02-14,Colombia,Medellín,Cliente_295,Zapatos,Calzado,38,3,50
931,2024-02-11,Ecuador,Cuenca,Cliente_285,Camiseta,Básicos,M,1,12
932,2024-03-16,Perú,Lima,Cliente_212,Chaqueta,Abrigos,L,4,60
933,2024-03-02,Ecuador,Cuenca,Cliente_197,Jeans,Denim,L,2,35
934,2024-02-25,Ecuador,Guayaquil,Cliente_223,Jeans,Denim,L,5,35
935,2024-03-14,Perú,Arequipa,Cliente_250,Jeans,Denim,S,1,35
936,2024-01-13,Ecuador,Cuenca,Cliente_228,Zapatos,Calzado,39,5,50
937,2024-01-14,Ecuador,Guayaquil,Cliente_195,Zapatos,Calzado,37,5,50
938,2024-01-18,Colombia,Medellín,Cliente_298,Camiseta,Básicos,S,2,12
939,2024-02-27,Perú,Lima,Cliente_273,Jeans,Denim,L,2,35
940,2024-03-28,Colombia,Medellín,Cliente_163,Zapatos,Calzado,38,2,50
941,2024-01-12,Colombia,Cali,Cliente_299,Chaqueta,Abrigos,L,3,60
942,2024-01-08,Ecuador,Cuenca,Cliente_190,Zapatos,Calzado,38,3,50
943,2024-02-15,Perú,Lima,Cliente_57,Camiseta,Básicos,L,5,12
944,2024-02-20,Colombia,Bogotá,Cliente_163,Jeans,Denim,M,5,35
945,2024-03-10,Perú,Arequipa,Cliente_109,Zapatos,Calzado,40,4,50
946,2024-03-12,Perú,Lima,Cliente_197,Zapatos,Calzado,38,2,50
947,2024-01-18,Colombia,Medellín,Cliente_6,Jeans,Denim,M,2,35
948,2024-03-25,Ecuador,Cuenca,Cliente_224,Camiseta,Básicos,S,4,12
949,2024-02-28,Ecuador,Quito,Cliente_218,Jeans,Denim,L,4,35
950,2024-03-11,Perú,Lima,Cliente_231,Zapatos,Calzado,41,4,50
951,2024-03-18,Colombia,Medellín,Cliente_4,Jeans,Denim,S,4,35
952,2024-02-04,Perú,Arequipa,Cliente_211,Jeans,Denim,L,5,35
953,2024-03-02,Perú,Arequipa,Cliente_189,Camiseta,Básicos,S,5,12
954,2024-01-19,Ecuador,Cuenca,Cliente_270,Zapatos,Calzado,42,1,50
955,2024-01-12,Colombia,Medellín,Cliente_126,Camiseta,Básicos,L,5,12
956,2024-03-15,Colombia,Cali,Cliente_160,Camiseta,Básicos,L,5,12
957,2024-02-28,Perú,Lima,Cliente_263,Chaqueta,Abrigos,M,4,60
958,2024-02-07,Colombia,Cali,Cliente_149,Chaqueta,Abrigos,L,3,60
959,2024-03-21,Ecuador,Quito,Cliente_243,Chaqueta,Abrigos,L,1,60
960,2024-03-20,Perú,Lima,Cliente_14,Camiseta,Básicos,L,3,12
961,2024-01-10,Colombia,Medellín,Cliente_143,Camiseta,Básicos,S,5,12
962,2024-01-02,Colombia,Bogotá,Cliente_58,Chaqueta,Abrigos,L,3,60
963,2024-02-17,Perú,Lima,Cliente_90,Jeans,Denim,L,4,35
964,2024-03-08,Colombia,Cali,Cliente_17,Jeans,Denim,M,2,35
965,2024-03-04,Colombia,Bogotá,Cliente_212,Jeans,Denim,L,2,35
