id_venta,fecha,pais,ciudad,id_cliente,id_producto,talla,cantidad
1023,2024-01-08,Colombia,Bogotá,220,1,L,5
1024,2024-01-22,Ecuador,Quito,196,2,40,4
1025,2024-01-22,Ecuador,Guayaquil,210,4,L,5
1026,2024-03-03,Perú,Lima,5,1,M,5
1027,2024-02-24,Perú,Arequipa,40,2,39,1
1028,2024-03-16,Ecuador,Guayaquil,193,2,41,2
1029,2024-03-01,Perú,Lima,264,2,37,1
1030,2024-02-27,Ecuador,Guayaquil,190,2,40,1
1031,2024-01-28,Ecuador,Quito,237,1,L,4
1032,2024-01-03,Colombia,Medellín,144,4,L,1
1033,2024-03-14,Perú,Arequipa,48,4,L,4
1034,2024-01-24,Ecuador,Guayaquil,10,2,38,4
1035,2024-02-19,Perú,Arequipa,288,1,L,1
1036,2024-03-30,Perú,Lima,74,3,L,3
1037,2024-01-08,Perú,Lima,64,1,L,3
1038,2024-02-16,Perú,Arequipa,289,1,S,4
1039,2024-03-23,Perú,Lima,214,3,L,2
1040,2024-01-31,Perú,Lima,160,4,S,3
1041,2024-03-30,Ecuador,Cuenca,225,2,42,5
1042,2024-03-05,Perú,Lima,2,3,L,3
1043,2024-02-27,Colombia,Bogotá,116,1,M,3
1044,2024-03-27,Perú,Lima,282,2,42,5
1045,2024-02-28,Colombia,Medellín,181,3,M,2
1046,2024-01-14,Ecuador,Guayaquil,227,4,M,1
1047,2024-01-27,Colombia,Bogotá,211,4,M,2
1048,2024-01-17,Perú,Lima,119,3,L,5
1049,2024-02-07,Colombia,Medellín,155,2,42,1
1050,2024-02-22,Ecuador,Quito,82,4,L,3
1051,2024-03-26,Colombia,Cali,22,3,L,5
1052,2024-01-17,Perú,Arequipa,281,2,39,5
1053,2024-02-06,Ecuador,Guayaquil,290,4,M,3
1054,2024-03-20,Ecuador,Guayaquil,280,3,L,2
1055,2024-01-21,Perú,Arequipa,29,4,S,2
1056,2024-02-03,Ecuador,Quito,10,3,M,4
1057,2024-02-14,Ecuador,Quito,249,1,L,3
1058,2024-01-16,Colombia,Medellín,54,4,L,3
1059,2024-01-20,Colombia,Medellín,222,4,M,3
1060,2024-03-14,Perú,Arequipa,249,3,L,3
1061,2024-01-06,Perú,Arequipa,204,3,M,4
1062,2024-03-20,Perú,Lima,150,3,M,4
1063,2024-03-18,Colombia,Medellín,291,1,M,1
1064,2024-01-11,Perú,Lima,277,3,M,1
1065,2024-01-25,Colombia,Cali,101,1,L,4
1066,2024-02-20,Colombia,Cali,249,1,L,3
1067,2024-01-02,Perú,Arequipa,44,3,L,3
1068,2024-01-12,Colombia,Medellín,5,3,L,5
1069,2024-01-21,Perú,Arequipa,268,2,40,3
1070,2024-01-12,Perú,Arequipa,185,4,L,5
1071,2024-01-09,Ecuador,Guayaquil,147,2,41,3
1072,2024-02-23,Ecuador,Quito,125,2,42,3
1073,2024-02-18,Perú,Arequipa,199,4,S,2
1074,2024-02-08,Perú,Arequipa,255,1,M,5
1075,2024-01-20,Perú,Arequipa,47,4,S,1
1076,2024-02-23,Colombia,Cali,208,2,37,3
1077,2024-02-05,Colombia,Cali,255,4,S,1
1078,2024-02-25,Ecuador,Cuenca,71,3,L,5
1079,2024-03-14,Perú,Arequipa,92,1,M,5
1080,2024-02-29,Colombia,Bogotá,137,1,S,3
1081,2024-02-23,Colombia,Bogotá,258,1,M,3
1082,2024-01-25,Ecuador,Guayaquil,89,3,M,5
1083,2024-02-10,Ecuador,Cuenca,98,4,L,3
1084,2024-03-15,Colombia,Cali,94,3,M,5
1085,2024-02-17,Ecuador,Quito,116,4,L,3
1086,2024-01-20,Colombia,Medellín,292,4,S,2
1087,2024-01-10,Ecuador,Quito,276,1,M,4
1088,2024-03-29,Ecuador,Quito,16,2,39,3
1089,2024-01-04,Ecuador,Guayaquil,192,3,M,3
1090,2024-02-09,Ecuador,Quito,182,4,L,2
1091,2024-01-10,Ecuador,Quito,78,1,M,1
1092,2024-01-05,Colombia,Medellín,142,1,S,1
1093,2024-01-06,Perú,Lima,242,2,37,3
1094,2024-03-18,Colombia,Cali,233,1,S,1
1095,2024-01-04,Perú,Lima,207,4,L,3
1096,2024-01-21,Ecuador,Cuenca,283,3,L,3
1097,2024-01-02,Perú,Lima,163,1,S,5
1098,2024-03-09,Ecuador,Cuenca,222,4,M,2
1099,2024-02-16,Perú,Lima,96,4,L,4
1100,2024-02-18,Colombia,Cali,268,1,S,3
1101,2024-02-10,Ecuador,Cuenca,7,4,M,1
1102,2024-03-31,Colombia,Bogotá,109,4,M,3
1103,2024-01-15,Perú,Lima,159,1,M,4
1104,2024-03-11,Colombia,Medellín,35,3,L,2
1105,2024-03-27,Colombia,Medellín,162,4,S,4
1106,2024-02-20,Ecuador,Quito,279,2,42,1
1107,2024-02-21,Perú,Lima,50,1,S,4
1108,2024-02-13,Perú,Lima,25,1,M,2
1109,2024-03-04,Perú,Arequipa,4,1,S,4
1110,2024-03-26,Perú,Arequipa,184,2,39,4
1111,2024-01-14,Colombia,Cali,180,3,M,4
1112,2024-01-04,Colombia,Medellín,123,2,38,2
1113,2024-01-23,Perú,Lima,18,1,M,1
1114,2024-03-20,Perú,Arequipa,293,4,M,5
1115,2024-02-07,Ecuador,Cuenca,151,2,40,2
1116,2024-03-10,Colombia,Cali,78,3,L,5
1117,2024-02-10,Ecuador,Guayaquil,147,1,M,4
1118,2024-03-12,Colombia,Medellín,102,1,S,2
1119,2024-02-09,Perú,Lima,228,2,40,2
1120,2024-03-28,Colombia,Bogotá,160,2,42,5
1121,2024-03-05,Perú,Arequipa,244,2,41,2
1122,2024-03-19,Colombia,Medellín,94,2,41,4
1123,2024-01-06,Colombia,Medellín,60,1,S,5
1124,2024-02-18,Colombia,Medellín,293,1,L,3
1125,2024-01-08,Colombia,Medellín,243,3,L,3
1126,2024-02-09,Ecuador,Quito,266,3,M,1
1127,2024-01-05,Colombia,Bogotá,86,1,L,3
1128,2024-03-30,Perú,Arequipa,106,2,39,1
1129,2024-02-19,Perú,Lima,88,3,L,5
1130,2024-02-13,Perú,Lima,151,2,37,2
1131,2024-02-16,Perú,Arequipa,57,4,L,3
1132,2024-02-06,Ecuador,Guayaquil,15,1,L,2
1133,2024-01-12,Ecuador,Guayaquil,82,2,38,5
1134,2024-03-13,Ecuador,Cuenca,22,3,L,1
1135,2024-03-24,Colombia,Medellín,98,4,M,1
1136,2024-02-10,Perú,Arequipa,25,2,42,5
1137,2024-01-24,Colombia,Medellín,78,3,L,5
1138,2024-02-04,Perú,Lima,282,2,38,4
1139,2024-02-16,Perú,Arequipa,117,1,L,2
1140,2024-02-25,Ecuador,Quito,161,4,L,3
1141,2024-02-06,Colombia,Bogotá,280,4,M,3
1142,2024-01-15,Colombia,Cali,193,4,M,2
1143,2024-03-03,Ecuador,Quito,214,4,M,4
1144,2024-02-04,Colombia,Medellín,137,1,S,2
1145,2024-03-03,Ecuador,Guayaquil,27,3,M,1
1146,2024-02-22,Ecuador,Quito,49,3,L,1
1147,2024-01-31,Perú,Lima,287,2,42,2
1148,2024-01-31,Perú,Lima,180,3,L,1
1149,2024-02-24,Colombia,Medellín,217,2,42,2
1150,2024-02-26,Ecuador,Quito,260,4,S,3
1151,2024-02-17,Colombia,Cali,287,1,M,5
1152,2024-02-05,Colombia,Cali,118,2,40,2
1153,2024-03-23,Colombia,Medellín,294,3,L,1
1154,2024-02-19,Perú,Lima,59,4,M,5
1155,2024-02-26,Perú,Arequipa,170,1,L,2
1156,2024-01-31,Ecuador,Guayaquil,21,3,L,1
1157,2024-03-23,Ecuador,Quito,35,2,42,3
1158,2024-02-22,Ecuador,Guayaquil,288,1,M,4
1159,2024-03-05,Perú,Arequipa,242,1,S,3
1160,2024-01-07,Colombia,Medellín,96,3,L,1
1161,2024-01-26,Perú,Arequipa,281,4,S,4
1162,2024-02-01,Colombia,Cali,26,1,S,2
1163,2024-03-02,Perú,Lima,191,2,39,4
1164,2024-01-11,Colombia,Bogotá,138,3,L,2
1165,2024-01-29,Colombia,Bogotá,27,2,40,5
1166,2024-01-26,Ecuador,Cuenca,47,4,S,4
1167,2024-02-24,Perú,Lima,215,1,M,5
1168,2024-01-16,Ecuador,Quito,275,3,M,5
1169,2024-01-16,Perú,Arequipa,1,2,42,4
1170,2024-03-04,Perú,Lima,18,4,M,3
1171,2024-02-06,Ecuador,Guayaquil,155,4,L,2
1172,2024-02-07,Colombia,Bogotá,47,2,38,1
1173,2024-03-15,Ecuador,Cuenca,224,2,38,3
1174,2024-03-29,Ecuador,Quito,132,2,38,3
1175,2024-03-17,Perú,Lima,81,2,42,4
1176,2024-01-31,Ecuador,Quito,253,1,S,3
1177,2024-03-05,Colombia,Cali,18,1,S,3
1178,2024-01-06,Colombia,Medellín,93,3,M,5
1179,2024-02-13,Ecuador,Guayaquil,32,4,L,4
1180,2024-02-03,Ecuador,Quito,276,3,L,2
1181,2024-02-16,Colombia,Bogotá,62,4,M,3
1182,2024-01-22,Colombia,Medellín,13,3,L,4
1183,2024-01-07,Perú,Arequipa,155,4,L,4
1184,2024-03-01,Ecuador,Quito,215,4,S,1
1185,2024-03-04,Ecuador,Cuenca,79,2,40,1
1186,2024-01-15,Colombia,Medellín,249,2,40,4
1187,2024-01-24,Ecuador,Guayaquil,216,1,S,3
1188,2024-03-08,Perú,Arequipa,30,4,L,1
1189,2024-03-27,Ecuador,Guayaquil,31,1,S,4
1190,2024-02-17,Colombia,Bogotá,248,3,M,4
1191,2024-03-31,Colombia,Bogotá,144,1,S,4
1192,2024-01-06,Colombia,Cali,250,3,M,3
1193,2024-03-23,Colombia,Cali,97,4,S,1
1194,2024-02-18,Colombia,Bogotá,295,1,L,5
1195,2024-01-12,Colombia,Medellín,27,4,S,4
1196,2024-03-23,Ecuador,Quito,17,2,40,3
1197,2024-03-28,Ecuador,Guayaquil,237,2,40,3
1198,2024-01-26,Colombia,Cali,91,1,M,5
1199,2024-03-17,Colombia,Medellín,2,2,39,5
1200,2024-03-21,Ecuador,Guayaquil,70,3,M,4
